file,new_id,orig_id
pose_data_amass/ACCAD/Female1Gestures_c3d/D5_-_Random_Stuff_2_stageii.npy,000020_01,002804
pose_data_amass/ACCAD/Female1Gestures_c3d/D6-_CartWheel_stageii.npy,000021_00,009702
pose_data_amass/ACCAD/Female1Gestures_c3d/Female1_Subj_Calibration_stageii.npy,000022_00,006084
pose_data_amass/ACCAD/Female1Running_c3d/C10_-__run_backwards_stop_run_forward_stageii.npy,000023_00,003572
pose_data_amass/ACCAD/Female1Running_c3d/C11_-__run_turn_left_(90)_stageii.npy,000024_00,003824
pose_data_amass/ACCAD/Female1Running_c3d/C13_-__run_turn_left_(135)_stageii.npy,000025_00,002169
pose_data_amass/ACCAD/Female1Running_c3d/C14_-__run_turn_right__(90)_stageii.npy,000026_00,011105
pose_data_amass/ACCAD/Female1Running_c3d/C15_-__run_turn_right__(45)_stageii.npy,000027_00,008309
pose_data_amass/ACCAD/Female1Running_c3d/C16_-__run_turn_right__(135)_stageii.npy,000028_00,004489
pose_data_amass/ACCAD/Female1Running_c3d/C19_-__run_to_hop_to_walk_stageii.npy,000029_00,000034
pose_data_amass/ACCAD/Female1Running_c3d/C20_-__run_to_jump_to_walk_stageii.npy,000030_00,008541
pose_data_amass/ACCAD/Female1Running_c3d/C21_-__run_to_pick_up_box_stageii.npy,000031_00,008208
pose_data_amass/ACCAD/Female1Running_c3d/C21_s2_-__run_to_pick_up_box_stageii.npy,000032_00,013613
pose_data_amass/ACCAD/Female1Running_c3d/C22_-__run_with_box_stageii.npy,000033_00,005114
pose_data_amass/ACCAD/Female1Running_c3d/C24_-__side_step_left_stageii.npy,000034_00,011217
pose_data_amass/ACCAD/Female1Running_c3d/C25_-__side_step_right_stageii.npy,000035_00,012637
pose_data_amass/ACCAD/Female1Running_c3d/C26_-__run_to_crouch_stageii.npy,000036_00,013037
pose_data_amass/ACCAD/Female1Running_c3d/C27_-_crouch_to_run1_stageii.npy,000037_00,009436
pose_data_amass/ACCAD/Female1Running_c3d/C2_-_Run_to_stand_stageii.npy,000038_00,003731
pose_data_amass/ACCAD/Female1Running_c3d/C3_-_Run_stageii.npy,000039_00,008353
pose_data_amass/ACCAD/Female1Running_c3d/C4_-_Run_to_walk1_stageii.npy,000040_00,007057
pose_data_amass/ACCAD/Female1Running_c3d/C5_-_walk_to_run_stageii.npy,000041_00,009303
pose_data_amass/ACCAD/Female1Running_c3d/C6_-_stand_to_run_backwards_stageii.npy,000042_00,006748
pose_data_amass/ACCAD/Female1Running_c3d/C7_-__run_backwards_stageii.npy,000043_00,001605
pose_data_amass/ACCAD/Female1Running_c3d/C8_-__run_backwards_to_stand_stageii.npy,000044_00,009446
pose_data_amass/ACCAD/Female1Running_c3d/C9_-__run_backwards_turn_run_forward_stageii.npy,000045_00,004353
pose_data_amass/ACCAD/Female1Walking_c3d/B10_-_walk_turn_left_(45)_stageii.npy,000046_00,010988
pose_data_amass/ACCAD/Female1Walking_c3d/B11_-_walk_turn_left_(135)_stageii.npy,000047_00,004456
pose_data_amass/ACCAD/Female1Walking_c3d/B12_-_walk_turn_right_(90)_stageii.npy,000048_00,010091
pose_data_amass/ACCAD/Female1Walking_c3d/B13_-_walk_turn_right_(45)_stageii.npy,000049_00,013336
pose_data_amass/ACCAD/Female1Walking_c3d/B14_-_walk_turn_right_(135)_stageii.npy,000050_00,000463
pose_data_amass/ACCAD/Female1Walking_c3d/B15_-_walk_turn_around_(same_direction)_stageii.npy,000051_00,010851
pose_data_amass/ACCAD/Female1Walking_c3d/B16_-_walk_turn_change_direction_stageii.npy,000052_00,009049
pose_data_amass/ACCAD/Female1Walking_c3d/B17_-_walk_to_hop_to_walk1_stageii.npy,000053_00,006611
pose_data_amass/ACCAD/Female1Walking_c3d/B18_-_walk_to_leap_to_walk_stageii.npy,000054_00,011658
pose_data_amass/ACCAD/Female1Walking_c3d/B19_-_walk_to_pick_up_box_stageii.npy,000055_00,001533
pose_data_amass/ACCAD/Female1Walking_c3d/B1_-_stand_to_walk_stageii.npy,000056_00,005857
pose_data_amass/ACCAD/Female1Walking_c3d/B20_-_walk_with_box_stageii.npy,000057_00,006114
pose_data_amass/ACCAD/Female1Walking_c3d/B21_-_put_down_box_to_walk_stageii.npy,000058_00,011935
pose_data_amass/ACCAD/Female1Walking_c3d/B21_s2_-_put_down_box_to_walk_stageii.npy,000059_00,001761
pose_data_amass/ACCAD/Female1Walking_c3d/B21_s3_-_put_down_box_to_walk_stageii.npy,000060_00,012824
pose_data_amass/ACCAD/Female1Walking_c3d/B22_-_side_step_left_stageii.npy,000061_00,001891
pose_data_amass/ACCAD/Female1Walking_c3d/B23_-_side_step_right_stageii.npy,000062_00,012199
pose_data_amass/ACCAD/Female1Walking_c3d/B24_-_walk_to_crouch_stageii.npy,000063_00,014081
pose_data_amass/ACCAD/Female1Walking_c3d/B25_-_crouch_to_walk1_stageii.npy,000064_00,007703
pose_data_amass/ACCAD/Female1Walking_c3d/B27_-skip_to_walk1_stageii.npy,000065_00,013928
pose_data_amass/ACCAD/Female1Walking_c3d/B2_-_walk_to_stand_stageii.npy,000066_00,011977
pose_data_amass/ACCAD/Female1Walking_c3d/B2_-_walk_to_stand_t2_stageii.npy,000067_00,001828
pose_data_amass/ACCAD/Female1Walking_c3d/B3_-_walk1_stageii.npy,000068_00,004652
pose_data_amass/ACCAD/Female1Walking_c3d/B4_-_stand_to_walk_back_stageii.npy,000069_00,001454
pose_data_amass/ACCAD/Female1Walking_c3d/B5_-_walk_backwards_stageii.npy,000070_00,000178
pose_data_amass/ACCAD/Female1Walking_c3d/B6_-_walk_backwards_to_stand_stageii.npy,000071_00,012985
pose_data_amass/ACCAD/Female1Walking_c3d/B7_-_walk_backwards_turn_forwards_stageii.npy,000072_00,005161
pose_data_amass/ACCAD/Female1Walking_c3d/B9_-_walk_turn_left_(90)_stageii.npy,000073_00,003952
pose_data_amass/ACCAD/Male1General_c3d/General_A10_-__Lie_Down_to_Crouch_stageii.npy,000074_00,003066
pose_data_amass/ACCAD/Male1General_c3d/General_A11_-___Military_Crawl_Forward_stageii.npy,000075_00,009349
pose_data_amass/ACCAD/Male1General_c3d/General_A12_-___Military_Crawl_Backwards_stageii.npy,000076_00,012686
pose_data_amass/ACCAD/Male1General_c3d/General_A12_-___Military_Crawl_Backwards_stageii.npy,000076_01,013999
pose_data_amass/ACCAD/Male1General_c3d/General_A1_-_Stand_stageii.npy,000077_00,000928
pose_data_amass/ACCAD/Male1General_c3d/General_A2_-_Sway_stageii.npy,000078_00,007361
pose_data_amass/ACCAD/Male1General_c3d/General_A2_-_Sway_t2_stageii.npy,000079_00,011533
pose_data_amass/ACCAD/Male1General_c3d/General_A2_-_Sway_t3_stageii.npy,000080_00,012654
pose_data_amass/ACCAD/Male1General_c3d/General_A3_-_Swing_Arms_While_Stand_stageii.npy,000081_00,003954
pose_data_amass/ACCAD/Male1General_c3d/General_A4_-_Look_Around_stageii.npy,000082_00,002008
pose_data_amass/ACCAD/Male1General_c3d/General_A4_-_Look_Around_stageii.npy,000082_01,000686
pose_data_amass/ACCAD/Male1General_c3d/General_A5_-_Pick_Up_Box_stageii.npy,000083_00,011629
pose_data_amass/ACCAD/Male1General_c3d/General_A6_-_Lift_Box_stageii.npy,000084_00,010612
pose_data_amass/ACCAD/Male1General_c3d/General_A7_-_Crouch_stageii.npy,000085_00,013262
pose_data_amass/ACCAD/Male1General_c3d/General_A8_-_Crouch_to_Lie_Down_stageii.npy,000086_00,001934
pose_data_amass/ACCAD/Male1General_c3d/General_A8_-__Crourch_to_Lie_(forward)_stageii.npy,000087_00,005572
pose_data_amass/ACCAD/Male1General_c3d/General_A9_-__Lie_Down_stageii.npy,000088_00,000698
pose_data_amass/ACCAD/Male1General_c3d/General_A9_-___Lie_(forward)_stageii.npy,000089_00,000091
pose_data_amass/ACCAD/Male1General_c3d/General_A9_-___Lie_(forward)_t2_stageii.npy,000090_00,004692
pose_data_amass/ACCAD/Male1Running_c3d/Run_C24_-_quick_side_step_left_stageii.npy,000091_00,013267
pose_data_amass/ACCAD/Male1Running_c3d/Run_C25_-_quick_side_step_right_stageii.npy,000092_00,011200
pose_data_amass/ACCAD/Male1Walking_c3d/Male1_Cal_stageii.npy,000093_00,004347
pose_data_amass/ACCAD/Male1Walking_c3d/Walk_B10_-_Walk_turn_left_45_stageii.npy,000094_00,013036
pose_data_amass/ACCAD/Male1Walking_c3d/Walk_B13_-_Walk_turn_right_45_stageii.npy,000095_00,013629
pose_data_amass/ACCAD/Male1Walking_c3d/Walk_B15_-_Walk_turn_around_stageii.npy,000096_00,010769
pose_data_amass/ACCAD/Male1Walking_c3d/Walk_B16_-_Walk_turn_change_stageii.npy,000097_00,010569
pose_data_amass/ACCAD/Male1Walking_c3d/Walk_B17_-_Walk_2_hop_2_walk_stageii.npy,000098_00,007321
pose_data_amass/ACCAD/Male1Walking_c3d/Walk_B21_-_Put_Down_Box_to_walk_stageii.npy,000099_00,001289
pose_data_amass/ACCAD/Male1Walking_c3d/Walk_B22_-_Side_step_left_stageii.npy,000100_00,006184
pose_data_amass/ACCAD/Male1Walking_c3d/Walk_B23_-_Side_step_right_stageii.npy,000101_00,005860
pose_data_amass/ACCAD/Male1Walking_c3d/Walk_B4_-_Stand_to_Walk_Back_stageii.npy,000102_00,001754
pose_data_amass/ACCAD/Male2General_c3d/A1-_Stand_stageii.npy,000103_00,009765
pose_data_amass/ACCAD/Male2General_c3d/A10-_Lie_to_crouch_stageii.npy,000104_00,001096
pose_data_amass/ACCAD/Male2General_c3d/A11-_Crawl_stageii.npy,000105_00,009691
pose_data_amass/ACCAD/Male2General_c3d/A11-_Crawl_stageii.npy,000105_01,012727
pose_data_amass/ACCAD/Male2General_c3d/A12-_Crawl_Backwards_stageii.npy,000106_00,000416
pose_data_amass/ACCAD/Male2General_c3d/A12-_Crawl_Backwards_stageii.npy,000106_01,001852
pose_data_amass/ACCAD/Male2General_c3d/A2-_Sway_stageii.npy,000107_00,013759
pose_data_amass/ACCAD/Male2General_c3d/A3-_Swing_arms_stageii.npy,000108_00,005927
pose_data_amass/ACCAD/Male2General_c3d/A4-_Look_Around_stageii.npy,000109_00,002942
pose_data_amass/ACCAD/Male2General_c3d/A4-_Look_Around_stageii.npy,000109_01,006011
pose_data_amass/ACCAD/Male2General_c3d/A5-_Pick_up_box_stageii.npy,000110_00,003347
pose_data_amass/ACCAD/Male2General_c3d/A6-_Box_lift_stageii.npy,000111_00,011818
pose_data_amass/ACCAD/Male2General_c3d/A7-_Crouch_stageii.npy,000112_00,007592
pose_data_amass/ACCAD/Male2General_c3d/A8-_Crouch_to_Lie_stageii.npy,000113_00,004426
pose_data_amass/ACCAD/Male2General_c3d/A9-_Lie_stageii.npy,000114_00,001975
pose_data_amass/ACCAD/Male2General_c3d/male2_Calibration_stageii.npy,000115_00,007645
pose_data_amass/ACCAD/Male2MartialArtsExtended_c3d/Extended_1_stageii.npy,000116_00,002040
pose_data_amass/ACCAD/Male2MartialArtsExtended_c3d/Extended_1_stageii.npy,000116_01,007440
pose_data_amass/ACCAD/Male2MartialArtsExtended_c3d/Extended_1_stageii.npy,000116_02,006008
pose_data_amass/ACCAD/Male2MartialArtsExtended_c3d/Extended_2_stageii.npy,000117_00,008811
pose_data_amass/ACCAD/Male2MartialArtsExtended_c3d/Extended_2_stageii.npy,000117_01,011369
pose_data_amass/ACCAD/Male2MartialArtsExtended_c3d/Extended_3_stageii.npy,000118_00,008105
pose_data_amass/ACCAD/Male2MartialArtsExtended_c3d/Extended_3_stageii.npy,000118_01,014400
pose_data_amass/ACCAD/Male2MartialArtsExtended_c3d/Extended_3_stageii.npy,000118_02,006375
pose_data_amass/ACCAD/Male2MartialArtsExtended_c3d/Extended_3_stageii.npy,000118_03,014267
pose_data_amass/ACCAD/Male2MartialArtsExtended_c3d/Extended_3_stageii.npy,000118_04,012452
pose_data_amass/ACCAD/Male2MartialArtsExtended_c3d/Form_1_stageii.npy,000119_00,012883
pose_data_amass/ACCAD/Male2MartialArtsExtended_c3d/Form_1_stageii.npy,000119_01,014342
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G10-__roundhouse_leading_left_stageii.npy,000120_00,001111
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G11-__roundhouse_leading_right_stageii.npy,000121_00,001271
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G12-__cresent_left_stageii.npy,000122_00,001840
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G13-__cresent_right_stageii.npy,000123_00,003243
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G14-__roundhouse_body_left_stageii.npy,000124_00,002179
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G15-__roundhouse_body_right_stageii.npy,000125_00,004365
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G16-__double_kick_stageii.npy,000126_00,012416
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G17-__push_kick_left_stageii.npy,000127_00,004993
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G18-__push_kick_right_stageii.npy,000128_00,006399
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G19-__reverse_spin_cresent_left_stageii.npy,000129_00,007962
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G19-__reverse_spin_cresent_left_t2_stageii.npy,000130_00,008998
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G20_-__reverse_spin_cresent_right_stageii.npy,000131_00,000427
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G2_-_Sidekick_leading_left_stageii.npy,000132_00,004864
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G3_-_Sidekick_leading_right_stageii.npy,000133_00,006491
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G3_-_front_kick_stageii.npy,000134_00,013471
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G4_-spinning_back_kick_stageii.npy,000135_00,000339
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G5_-__back_kick_stageii.npy,000136_00,002614
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G6_-__axe_kick_stageii.npy,000137_00,007907
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G7_-__capoera_stageii.npy,000138_00,002708
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G8_-__roundhouse_left_stageii.npy,000139_00,004914
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G9-__roundhouse_right_t2_stageii.npy,000140_00,006277
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/G9_-__roundhouse_right_stageii.npy,000141_00,007895
pose_data_amass/ACCAD/Male2MartialArtsKicks_c3d/male2_Subject_Cal_2_stageii.npy,000142_00,000590
pose_data_amass/ACCAD/Male2MartialArtsPunches_c3d/E10_-_body_hook_right_stageii.npy,000143_00,009411
pose_data_amass/ACCAD/Male2MartialArtsPunches_c3d/E11_-_backfist_left_stageii.npy,000144_00,005216
pose_data_amass/ACCAD/Male2MartialArtsPunches_c3d/E11_-_body_hook_right_t2_stageii.npy,000145_00,003277
pose_data_amass/ACCAD/Male2MartialArtsPunches_c3d/E12_-_backfist_right_stageii.npy,000146_00,000168
pose_data_amass/ACCAD/Male2MartialArtsPunches_c3d/E13_-_body_cross_left_stageii.npy,000147_00,001323
pose_data_amass/ACCAD/Male2MartialArtsPunches_c3d/E14_-_body_cross_left_t2_stageii.npy,000148_00,013344
pose_data_amass/ACCAD/Male2MartialArtsPunches_c3d/E14_-_body_cross_right_stageii.npy,000149_00,008888
pose_data_amass/ACCAD/Male2MartialArtsPunches_c3d/E15_-_body_jab_right_stageii.npy,000150_00,001578
pose_data_amass/ACCAD/Male2MartialArtsPunches_c3d/E16_-_body_jab_left_stageii.npy,000151_00,009781
pose_data_amass/ACCAD/Male2MartialArtsPunches_c3d/E1_-__Jab_left_stageii.npy,000152_00,011879
pose_data_amass/ACCAD/Male2MartialArtsPunches_c3d/E2_-__Jab_right_stageii.npy,000153_00,006584
pose_data_amass/ACCAD/Male2MartialArtsPunches_c3d/E3_-__cross_left_stageii.npy,000154_00,002409
pose_data_amass/ACCAD/Male2MartialArtsPunches_c3d/E4_-__cross_right_stageii.npy,000155_00,006996
pose_data_amass/ACCAD/Male2MartialArtsPunches_c3d/E5_-__hook_left_stageii.npy,000156_00,007879
pose_data_amass/ACCAD/Male2MartialArtsPunches_c3d/E6_-__hook_right_stageii.npy,000157_00,014074
pose_data_amass/ACCAD/Male2MartialArtsPunches_c3d/E7_-_uppercut_left_stageii.npy,000158_00,004241
pose_data_amass/ACCAD/Male2MartialArtsPunches_c3d/E8_-_uppercut_right_stageii.npy,000159_00,002606
pose_data_amass/ACCAD/Male2MartialArtsPunches_c3d/E9_-_body_hook_left_stageii.npy,000160_00,014119
pose_data_amass/ACCAD/Male2MartialArtsStances_c3d/D10_-_victory_2_stageii.npy,000161_00,002754
pose_data_amass/ACCAD/Male2MartialArtsStances_c3d/D11_-_ready_to_taunt_one_to_ready_stageii.npy,000162_00,014479
pose_data_amass/ACCAD/Male2MartialArtsStances_c3d/D12_-_ready_to_taunt_two_to_ready_stageii.npy,000163_00,002468
pose_data_amass/ACCAD/Male2MartialArtsStances_c3d/D13_-crouch_to_ready_stageii.npy,000164_00,005662
pose_data_amass/ACCAD/Male2MartialArtsStances_c3d/D14_-ready_to_crouch_stageii.npy,000165_00,013728
pose_data_amass/ACCAD/Male2MartialArtsStances_c3d/D15_-_switch_stance_stageii.npy,000166_00,000281
pose_data_amass/ACCAD/Male2MartialArtsStances_c3d/D16_-_switch_stance_and_bounce_stageii.npy,000167_00,008677
pose_data_amass/ACCAD/Male2MartialArtsStances_c3d/D1_-_stand_to_ready_stageii.npy,000168_00,006718
pose_data_amass/ACCAD/Male2MartialArtsStances_c3d/D2_-_walk_to_ready_stageii.npy,000169_00,012055
pose_data_amass/ACCAD/Male2MartialArtsStances_c3d/D3_-_run_to_ready_stageii.npy,000170_00,012565
pose_data_amass/ACCAD/Male2MartialArtsStances_c3d/D4_-_ready_to_relax_stageii.npy,000171_00,014478
pose_data_amass/ACCAD/Male2MartialArtsStances_c3d/D5_-_ready_to_walk_away_stageii.npy,000172_00,002224
pose_data_amass/ACCAD/Male2MartialArtsStances_c3d/D7_-_walk_to_bow_stageii.npy,000173_00,006005
pose_data_amass/ACCAD/Male2MartialArtsStances_c3d/D8_-_bow_to_ready_stageii.npy,000174_00,005815
pose_data_amass/ACCAD/Male2MartialArtsStances_c3d/D9_-_t2_-_male2_blanks_stageii.npy,000175_00,009868
pose_data_amass/ACCAD/Male2MartialArtsStances_c3d/D9_-_victory_1_stageii.npy,000176_00,014562
pose_data_amass/ACCAD/Male2MartialArtsStances_c3d/D9_-_warm_up_to_ready_to_warm_up_stageii.npy,000177_00,014048
pose_data_amass/ACCAD/Male2Running_c3d/C11_-_run_turn_left_90_stageii.npy,000178_00,010343
pose_data_amass/ACCAD/Male2Running_c3d/C12_-_run_turn_left_45_stageii.npy,000179_00,001183
pose_data_amass/ACCAD/Male2Running_c3d/C13_-_run_turn_left_135_stageii.npy,000180_00,011752
pose_data_amass/ACCAD/Male2Running_c3d/C14_-_run_turn_right_90_stageii.npy,000181_00,012370
pose_data_amass/ACCAD/Male2Running_c3d/C15_-_run_turn_right_45_stageii.npy,000182_00,014515
pose_data_amass/ACCAD/Male2Running_c3d/C16_-_run_turn_right_135_stageii.npy,000183_00,005217
pose_data_amass/ACCAD/Male2Running_c3d/C17_-_run_change_direction_stageii.npy,000184_00,004719
pose_data_amass/ACCAD/Male2Running_c3d/C18_-_run_to_hop_to_walk_stageii.npy,000185_00,013515
pose_data_amass/ACCAD/Male2Running_c3d/C19_-_run_to_jump_to_walk_stageii.npy,000186_00,002862
pose_data_amass/ACCAD/Male2Running_c3d/C1_-_stand_to_run_stageii.npy,000187_00,007110
pose_data_amass/ACCAD/Male2Running_c3d/C20_-_run_to_pickup_box_stageii.npy,000188_00,013003
pose_data_amass/ACCAD/Male2Running_c3d/C23_-_put_down_box_to_run_stageii.npy,000189_00,009968
pose_data_amass/ACCAD/Male2Running_c3d/C24_-_quick_sidestep_left_stageii.npy,000190_00,000353
pose_data_amass/ACCAD/Male2Running_c3d/C25_-_quick_sidestep_right_stageii.npy,000191_00,009804
pose_data_amass/ACCAD/Male2Running_c3d/C26_-_run_to_crouch_stageii.npy,000192_00,012965
pose_data_amass/ACCAD/Male2Running_c3d/C3_-_run_stageii.npy,000193_00,004786
pose_data_amass/ACCAD/Male2Running_c3d/C4_-_run_to_walk_a_stageii.npy,000194_00,001833
pose_data_amass/ACCAD/Male2Running_c3d/C4_-_run_to_walk_a_stageii.npy,000194_01,004504
pose_data_amass/ACCAD/Male2Running_c3d/C5_-_walk_to_run_stageii.npy,000196_00,003658
pose_data_amass/ACCAD/Male2Running_c3d/C6_-_stand_to_run_backwards_stageii.npy,000197_00,001751
pose_data_amass/ACCAD/Male2Running_c3d/C7_-_run_backwards_t2_stageii.npy,000198_00,009613
pose_data_amass/ACCAD/Male2Running_c3d/C8_-_run_backwards_to_stand_stageii.npy,000199_00,001968
pose_data_amass/ACCAD/Male2Running_c3d/C9_-_run_backwards_turn_run_forward_stageii.npy,000200_00,011232
pose_data_amass/ACCAD/Male2Walking_c3d/B10_-__Walk_turn_left_45_stageii.npy,000201_00,004653
pose_data_amass/ACCAD/Male2Walking_c3d/B11_-__Walk_turn_left_135_stageii.npy,000202_00,012730
pose_data_amass/ACCAD/Male2Walking_c3d/B13_-__Walk_turn_right_90_stageii.npy,000203_00,004811
pose_data_amass/ACCAD/Male2Walking_c3d/B14_-__Walk_turn_right_45_stageii.npy,000204_00,014035
pose_data_amass/ACCAD/Male2Walking_c3d/B14_-__Walk_turn_right_45_t2_stageii.npy,000205_00,010231
pose_data_amass/ACCAD/Male2Walking_c3d/B15_-__Walk_turn_around_stageii.npy,000206_00,004575
pose_data_amass/ACCAD/Male2Walking_c3d/B17_-__Walk_to_hop_to_walk_a_stageii.npy,000207_00,011040
pose_data_amass/ACCAD/Male2Walking_c3d/B17_-__Walk_to_hop_to_walk_a_stageii.npy,000207_01,012653
pose_data_amass/ACCAD/Male2Walking_c3d/B18_-__Walk_to_leap_to_walk_stageii.npy,000209_00,004808
pose_data_amass/ACCAD/Male2Walking_c3d/B18_-__Walk_to_leap_to_walk_t2_stageii.npy,000210_00,005372
pose_data_amass/ACCAD/Male2Walking_c3d/B18_-__Walk_to_leap_to_walk_t3_stageii.npy,000211_00,004596
pose_data_amass/ACCAD/Male2Walking_c3d/B19_-__Walk_to_pickup_box_stageii.npy,000212_00,008463
pose_data_amass/ACCAD/Male2Walking_c3d/B20_-__Walk_with_box_stageii.npy,000213_00,014059
pose_data_amass/ACCAD/Male2Walking_c3d/B21_-__put_down_box_to_walk_a_stageii.npy,000214_00,008706
pose_data_amass/ACCAD/Male2Walking_c3d/B21_-__put_down_box_to_walk_a_stageii.npy,000214_01,012996
pose_data_amass/ACCAD/Male2Walking_c3d/B22_-__side_step_left_stageii.npy,000216_00,012367
pose_data_amass/ACCAD/Male2Walking_c3d/B23_-__side_step_right_stageii.npy,000217_00,002956
pose_data_amass/ACCAD/Male2Walking_c3d/B24_-__walk_to_crouch_stageii.npy,000218_00,013582
pose_data_amass/ACCAD/Male2Walking_c3d/B26_-__walk_to_skip_stageii.npy,000219_00,010916
pose_data_amass/ACCAD/Male2Walking_c3d/B27_-__skip_to_walk_a_stageii.npy,000220_00,009882
pose_data_amass/ACCAD/Male2Walking_c3d/B4_-_Stand_to_Walk_backwards_stageii.npy,000221_00,010494
pose_data_amass/ACCAD/Male2Walking_c3d/B5_-__Walk_backwards_stageii.npy,000222_00,010739
pose_data_amass/ACCAD/Male2Walking_c3d/B9_-__Walk_turn_left_90_stageii.npy,000223_00,000365
pose_data_amass/ACCAD/MartialArtsWalksTurns_c3d/E10_-_side_step_right_stageii.npy,000224_00,009414
pose_data_amass/ACCAD/MartialArtsWalksTurns_c3d/E11_-_block_left_high_stageii.npy,000225_00,013071
pose_data_amass/ACCAD/MartialArtsWalksTurns_c3d/E12_-_block_left_low_stageii.npy,000226_00,003294
pose_data_amass/ACCAD/MartialArtsWalksTurns_c3d/E13_-_block_right_high_stageii.npy,000227_00,005401
pose_data_amass/ACCAD/MartialArtsWalksTurns_c3d/E14_-_block_right_low_stageii.npy,000228_00,004187
pose_data_amass/ACCAD/MartialArtsWalksTurns_c3d/E15_-_block_left_middle_stageii.npy,000229_00,010662
pose_data_amass/ACCAD/MartialArtsWalksTurns_c3d/E16_-_block_right_middle_stageii.npy,000230_00,006712
pose_data_amass/ACCAD/MartialArtsWalksTurns_c3d/E17_-_block_middle_high_stageii.npy,000231_00,004297
